店铺id,评分,评论数量,人均消费,归属商圈,菜系类型,county,距离描述
21539149,3.0,1,0,,,东城区,距市中心1.8km
15500492,3.0,1,29,回龙观/天通苑地区,面包甜点,昌平区,距市中心19.1km
62203010,3.0,1,115,回龙观/天通苑地区,新疆菜,昌平区,距市中心19.1km
20606705,3.0,1,17,回龙观/天通苑地区,小吃,昌平区,距市中心19.1km
8538750,3.0,1,23,上地产业园/西三旗,面包甜点,昌平区,距市中心19.3km
78800334,3.0,1,104,回龙观/天通苑地区,火锅,昌平区,距市中心19.5km
16550731,3.0,1,52,通州运河商务区,西餐,通州区,距市中心19.5km
11190467,3.0,1,40,大兴北京新机场地区,快餐简餐,大兴区,距市中心19.5km
129603785,3.0,1,36,回龙观/天通苑地区,快餐简餐,昌平区,距市中心19.6km
120818454,3.0,1,122,回龙观/天通苑地区,川菜,昌平区,距市中心19.6km
15946523,3.0,1,23,公主坟/五棵松/石景山游乐园地区,快餐简餐,石景山区,距市中心19.6km
13874418,3.0,1,0,,湘菜,石景山区,距市中心19.6km
4982139,3.0,1,113,香山/八大处风景区,粤菜,海淀区,距市中心19.8km
22520533,3.0,1,69,亦庄地区,,通州区,距市中心19.8km
319443,3.0,1,36,总部基地/丰台体育中心/南宫地区,小吃,丰台区,距市中心19km
12867193,3.0,1,92,通州运河商务区,川菜,通州区,距市中心20.3km
21383004,3.0,1,11,大兴北京新机场地区,快餐简餐,大兴区,距市中心20.3km
4960818,3.0,1,60,回龙观/天通苑地区,川菜,昌平区,距市中心20.5km
129622347,3.0,1,115,通州运河商务区,火锅,通州区,距市中心20km
7030989,3.0,1,19,通州运河商务区,快餐简餐,通州区,距市中心21.3km
18509465,3.0,1,95,环球影城度假区及周边,,通州区,距市中心21.3km
236022,3.0,1,20,,,顺义区,距市中心22.8km
134791850,3.0,1,0,大兴北京新机场地区,,大兴区,距市中心22.8km
11461954,3.0,1,93,大兴北京新机场地区,烧烤,大兴区,距市中心22.8km
120797235,3.0,1,0,西单/金融街地区,,西城区,距市中心2.2km
12949856,3.0,1,0,回龙观/天通苑地区,,昌平区,距市中心23.3km
15977462,3.0,1,27,房山风景区,小吃,房山区,距市中心23.6km
134205326,3.0,1,37,回龙观/天通苑地区,小吃,昌平区,距市中心23.6km
78895156,3.0,1,21,回龙观/天通苑地区,,昌平区,距市中心23.6km
130694620,3.0,1,75,环球影城度假区及周边,川菜,通州区,距市中心23.6km
131289270,3.0,1,68,通州运河商务区,,通州区,距市中心23.6km
78543771,3.0,1,17,回龙观/天通苑地区,小吃,昌平区,距市中心23.6km
73418655,3.0,1,14,回龙观/天通苑地区,面包甜点,昌平区,距市中心23.6km
7047468,3.0,1,45,首都机场/新国展地区,西餐,顺义区,距市中心24.3km
15887806,3.0,1,58,首都机场/新国展地区,,顺义区,距市中心24.3km
4950435,3.0,1,0,首都机场/新国展地区,酒吧/酒馆,顺义区,距市中心24.3km
133775290,3.0,1,65,环球影城度假区及周边,快餐简餐,通州区,距市中心24.3km
15918265,3.0,1,15,,面包甜点,大兴区,距市中心25.3km
130044571,3.0,1,126,总部基地/丰台体育中心/南宫地区,东北菜,丰台区,距市中心25.6km
130980676,3.0,1,113,房山风景区,烧烤,房山区,距市中心25.8km
129609993,3.0,1,141,通州运河商务区,,通州区,距市中心26.8km
22520251,3.0,1,116,沙河大学城/上庄地区,江浙菜,海淀区,距市中心27.1km
134825535,3.0,1,0,通州运河商务区,快餐简餐,通州区,距市中心27.3km
270181,3.0,1,24,天安门/王府井地区,面包甜点,西城区,距市中心2.7km
15475188,3.0,1,12,,快餐简餐,西城区,距市中心2.7km
4946389,3.0,1,55,首都机场/新国展地区,徽菜,顺义区,距市中心27km
129613733,3.0,1,0,房山风景区,快餐简餐,房山区,距市中心28.5km
130972186,3.0,1,18,沙河大学城/上庄地区,面包甜点,昌平区,距市中心28.8km
4967385,3.0,1,82,房山风景区,火锅,房山区,距市中心28.8km
133743230,3.0,1,32,西单/金融街地区,面包甜点,西城区,距市中心2.8km
20603090,3.0,1,77,沙河大学城/上庄地区,西餐,昌平区,距市中心29.3km
12995462,3.0,1,0,,小吃,西城区,距市中心2km
13744321,3.0,1,15,顺义温泉休闲区,快餐简餐,顺义区,距市中心30.3km
8287620,3.0,1,72,小汤山温泉度假区,川菜,昌平区,距市中心30.6km
12228186,3.0,1,15,顺义温泉休闲区,快餐简餐,顺义区,距市中心30.8km
136366608,3.0,1,0,沙河大学城/上庄地区,日本料理,昌平区,距市中心31.3km
15485439,3.0,1,71,,东北菜,顺义区,距市中心31.6km
15481593,3.0,1,137,,火锅,顺义区,距市中心32.3km
21375291,3.0,1,0,,川菜,顺义区,距市中心32.5km
130975006,3.0,1,79,大兴北京新机场地区,,大兴区,距市中心33.1km
22514446,3.0,1,154,,西餐,西城区,距市中心3.3km
136451115,3.0,1,101,前门/天坛公园/崇文门,火锅,东城区,距市中心3.3km
4963743,3.0,1,48,,创意菜,房山区,距市中心34.2km
16549974,3.0,1,58,,东北菜,房山区,距市中心34.8km
16101199,3.0,1,101,,湘菜,顺义区,距市中心35km
4971927,3.0,1,23,顺义温泉休闲区,小吃,顺义区,距市中心36.1km
122657106,3.0,1,45,顺义温泉休闲区,小吃,顺义区,距市中心36.5km
17606720,3.0,1,110,昌平城区/十三陵度假区,日本料理,昌平区,距市中心37.1km
11474417,3.0,1,18,,快餐简餐,昌平区,距市中心38.1km
8561957,3.0,1,70,,新疆菜,昌平区,距市中心38.3km
7029753,3.0,1,101,,,西城区,距市中心3.8km
8573368,3.0,1,82,,火锅,昌平区,距市中心38km
4975077,3.0,1,76,房山风景区,,房山区,距市中心39.2km
16548084,3.0,1,23,,韩国料理,西城区,距市中心3km
8542528,3.0,1,69,房山风景区,自助餐,房山区,距市中心42.6km
122751678,3.0,1,37,三里屯/工体/东直门地区,快餐简餐,东城区,距市中心4.2km
130976976,3.0,1,23,三里屯/工体/东直门地区,面包甜点,东城区,距市中心4.2km
130973390,3.0,1,0,环球影城度假区及周边,,通州区,距市中心43.8km
15570756,3.0,1,34,,快餐简餐,顺义区,距市中心43km
327888,3.0,1,100,三里屯/工体/东直门地区,火锅,东城区,距市中心4.5km
133742907,3.0,1,21,西单/金融街地区,面包甜点,西城区,距市中心4.5km
13716495,3.0,1,27,昌平城区/十三陵度假区,快餐简餐,昌平区,距市中心45km
11374803,3.0,1,16,,粤菜,西城区,距市中心4.7km
321689,3.0,1,41,,北京菜,怀柔区,距市中心48.1km
5564252,3.0,1,24,,快餐简餐,怀柔区,距市中心48.8km
4987239,3.0,1,44,,小吃,怀柔区,距市中心48km
20588982,3.0,1,0,,快餐简餐,怀柔区,距市中心49.6km
15477359,3.0,1,113,,烧烤,丰台区,距市中心4.9km
134200172,3.0,1,52,后海/南锣鼓巷地区,,西城区,距市中心4.9km
136367765,3.0,1,0,西单/金融街地区,快餐简餐,西城区,距市中心4.9km
130652525,3.0,1,30,三里屯/工体/东直门地区,快餐简餐,东城区,距市中心4km
243785,3.0,1,115,三里屯/工体/东直门地区,火锅,朝阳区,距市中心5.2km
16554940,3.0,1,56,国展中心地区,咖啡店,东城区,距市中心5.2km
17517204,3.0,1,51,永定门/南站/大红门/南苑地区,小吃,丰台区,距市中心5.2km
15973028,3.0,1,17,劲松/潘家园地区,,丰台区,距市中心5.7km
25030536,3.0,1,0,永定门/南站/大红门/南苑地区,小吃,西城区,距市中心5km
7027977,3.0,1,12,,小吃,丰台区,距市中心6.2km
122693469,3.0,1,27,永定门/南站/大红门/南苑地区,小吃,丰台区,距市中心6.2km
18607779,3.0,1,218,,自助餐,丰台区,距市中心6.4km
78202265,3.0,1,32,永定门/南站/大红门/南苑地区,,丰台区,距市中心6.4km
120829604,3.0,1,26,永定门/南站/大红门/南苑地区,快餐简餐,丰台区,距市中心6.5km
6944104,3.0,1,26,,小吃,丰台区,距市中心6.5km
21141000,3.0,1,42,永定门/南站/大红门/南苑地区,面包甜点,丰台区,距市中心6.5km
15591366,3.0,1,19,永定门/南站/大红门/南苑地区,快餐简餐,丰台区,距市中心6.5km
20612205,3.0,1,76,,火锅,丰台区,距市中心6.5km
7034802,3.0,1,0,北京西站/丽泽商务区,小吃,丰台区,距市中心6.7km
22510747,3.0,1,178,国贸地区,日本料理,朝阳区,距市中心6km
133520515,3.0,1,106,马甸/安贞地区,新疆菜,西城区,距市中心6km
212779,3.0,1,40,,,海淀区,距市中心7.4km
120836561,3.0,1,0,永定门/南站/大红门/南苑地区,小吃,丰台区,距市中心7.7km
25031041,3.0,1,88,,烧烤,朝阳区,距市中心8.5km
78893026,3.0,1,39,西直门/北京展览馆地区,小吃,海淀区,距市中心8.5km
15952014,3.0,1,26,前门/天坛公园/崇文门,快餐简餐,东城区,距市中心890m
143361203,3.0,1,0,永定门/南站/大红门/南苑地区,小吃,丰台区,距市中心8km
17604020,3.0,1,132,,,海淀区,距市中心9.3km
4944228,3.0,1,25,中关村/五道口,快餐简餐,海淀区,距市中心9.4km
15624003,3.0,1,43,大兴北京新机场地区,北京菜,大兴区,距市中心9.6km
4947872,3.0,1,52,中关村/五道口,火锅,海淀区,距市中心9.8km
120820359,3.0,1,127,国贸地区,面包甜点,朝阳区,距市中心9.8km
15468012,3.0,1,0,,北京菜,怀柔区,
4964690,3.0,1,57,密云城区,创意菜,密云区,
17601274,3.0,1,42,延庆休闲度假区,小吃,延庆区,
7046878,3.0,1,0,,快餐简餐,延庆区,
18567341,3.0,1,74,怀柔风景区,北京菜,怀柔区,
15563896,3.0,1,0,怀柔风景区,快餐简餐,怀柔区,
79443734,3.0,1,0,延庆休闲度假区,火锅,延庆区,
129628262,3.0,1,91,房山风景区,火锅,房山区,
7025442,3.0,1,43,平谷城区,,顺义区,
11540016,3.0,1,0,怀柔风景区,,怀柔区,
78355634,3.0,1,0,平谷城区,面包甜点,平谷区,
136345698,3.0,1,0,平谷城区,川菜,平谷区,
5559624,3.0,1,0,平谷城区,农家菜,平谷区,
5559693,3.0,1,20,,快餐简餐,平谷区,
12467639,3.0,1,0,,农家菜,延庆区,
4951725,3.0,1,0,延庆休闲度假区,茶馆/茶室,延庆区,
4958901,3.0,1,82,延庆休闲度假区,农家菜,延庆区,
303364,3.0,1,89,,烧烤,延庆区,
13120757,3.0,1,13,延庆休闲度假区,小吃,延庆区,
20613595,3.0,1,67,延庆休闲度假区,火锅,延庆区,
13301252,3.0,1,26,,快餐简餐,延庆区,
21140885,3.0,1,48,延庆休闲度假区,农家菜,延庆区,
5563801,3.0,1,78,怀柔风景区,川菜,怀柔区,
78151007,3.0,1,0,,快餐简餐,密云区,
17517391,3.0,1,25,古北水镇,小吃,密云区,
21586317,3.0,1,18,白龙潭风景区,北京菜,密云区,
24746129,3.0,1,101,密云水库,,密云区,
12982315,3.0,1,99,,,密云区,
23519796,3.0,1,16,,面包甜点,密云区,
79421905,3.0,1,0,古北水镇,粤菜,密云区,
4962422,3.0,1,100,房山风景区,农家菜,房山区,
18497891,3.0,0,0,公主坟/五棵松/石景山游乐园地区,火锅,石景山区,距市中心14km
21567175,3.0,0,0,公主坟/五棵松/石景山游乐园地区,,石景山区,距市中心15.5km
21565815,3.0,0,122,,小吃,石景山区,距市中心15.5km
21564250,3.0,0,0,,快餐简餐,石景山区,距市中心17.8km
21559555,3.0,0,24,房山风景区,快餐简餐,房山区,距市中心24.6km
21538000,3.0,0,0,,北京菜,门头沟区,距市中心25km
20612418,3.0,0,46,,韩国料理,顺义区,距市中心29.8km
18602433,3.0,0,0,密云城区,,密云区,
21539183,3.0,0,0,平谷城区,,平谷区,
21570073,3.0,0,0,密云水库,小吃,密云区,
21538579,3.0,0,0,密云城区,小吃,密云区,
21139284,3.0,0,0,密云城区,快餐简餐,密云区,
21567951,3.0,0,18,密云城区,快餐简餐,密云区,
18586317,3.0,0,0,延庆休闲度假区,快餐简餐,延庆区,
12752595,3.1,627,43,,小吃,丰台区,距市中心5km
4949341,3.1,103,42,北京站,快餐简餐,东城区,距市中心1.6km
11333366,3.1,30,122,大兴北京新机场地区,东南亚菜,大兴区,距市中心14.5km
17600708,3.1,8,63,沙河大学城/上庄地区,西餐,海淀区,距市中心28.1km
4941023,3.1,8,44,西直门/北京展览馆地区,西餐,西城区,距市中心6.5km
4966328,3.1,7,55,天安门/王府井地区,,东城区,距市中心2.7km
4993976,3.1,7,50,房山风景区,川菜,房山区,距市中心43km
4951886,3.2,121,136,前门/天坛公园/崇文门,火锅,东城区,距市中心1.8km
7039060,3.2,121,37,劲松/潘家园地区,韩国料理,丰台区,距市中心6.7km
16000413,3.2,36,53,北京站,快餐简餐,东城区,距市中心1.6km
8278375,3.2,6,162,大兴北京新机场地区,火锅,大兴区,距市中心18.1km
4969145,3.2,6,39,北京西站/丽泽商务区,小吃,西城区,距市中心5.7km
22518566,3.2,5,55,,西餐,大兴区,距市中心11.8km
4948140,3.2,5,73,前门/天坛公园/崇文门,小吃,东城区,距市中心1.3km
13110917,3.2,5,17,上地产业园/西三旗,小吃,昌平区,距市中心18.6km
7033320,3.2,5,99,首都机场/新国展地区,火锅,顺义区,距市中心24.6km
22516966,3.2,5,0,昌平城区/十三陵度假区,创意菜,昌平区,距市中心39.1km
4936010,3.3,960,199,天安门/王府井地区,北京菜,东城区,距市中心975m
120835782,3.3,65,205,燕莎/朝阳公园商业区,江浙菜,朝阳区,距市中心8km
4958013,3.3,49,23,西直门/北京展览馆地区,小吃,海淀区,距市中心8.5km
130052500,3.3,20,377,国贸地区,江浙菜,朝阳区,距市中心6.4km
15554981,3.3,19,97,,火锅,朝阳区,距市中心11.3km
134818782,3.3,15,51,后海/南锣鼓巷地区,面包甜点,西城区,距市中心4.4km
15959741,3.3,11,50,,西餐,海淀区,距市中心13.4km
25059370,3.3,11,0,西单/金融街地区,西北菜,西城区,距市中心2.7km
7032572,3.3,9,0,顺义温泉休闲区,川菜,顺义区,距市中心34.2km
22448338,3.3,9,97,三里屯/工体/东直门地区,日本料理,朝阳区,距市中心5km
25040650,3.3,9,156,国展中心地区,西餐,朝阳区,距市中心7.7km
12545025,3.3,6,34,三里屯/工体/东直门地区,面包甜点,东城区,距市中心4.2km
13342373,3.3,5,112,,西北菜,西城区,距市中心3km
25043838,3.3,5,15,后海/南锣鼓巷地区,快餐简餐,东城区,距市中心4km
6943630,3.3,5,90,怀柔风景区,创意菜,怀柔区,
15456952,3.3,4,33,,快餐简餐,海淀区,距市中心10.5km
17008365,3.3,4,18,天安门/王府井地区,快餐简餐,东城区,距市中心1.1km
131000551,3.3,4,126,亦庄地区,烧烤,大兴区,距市中心13km
190927,3.3,4,90,亦庄地区,粤菜,大兴区,距市中心14.1km
4950280,3.3,3,50,大兴北京新机场地区,火锅,大兴区,距市中心10.8km
118678062,3.3,3,43,天安门/王府井地区,日本料理,东城区,距市中心1.3km
17515049,3.3,3,118,前门/天坛公园/崇文门,日本料理,东城区,距市中心1.3km
15475611,3.3,3,25,回龙观/天通苑地区,小吃,昌平区,距市中心22.1km
24989300,3.3,3,69,大兴北京新机场地区,粤菜,大兴区,距市中心40.2km
12780984,3.3,3,24,,快餐简餐,丰台区,距市中心5km
21120018,3.3,3,43,永定门/南站/大红门/南苑地区,川菜,丰台区,距市中心8.4km
21538413,3.3,3,126,燕莎/朝阳公园商业区,酒吧/酒馆,朝阳区,距市中心8km
25055316,3.3,3,32,西直门/北京展览馆地区,快餐简餐,海淀区,距市中心9.5km
15460189,3.3,3,80,怀柔风景区,北京菜,怀柔区,
13852195,3.3,3,71,,火锅,平谷区,
304682,3.4,404,45,,小吃,丰台区,距市中心4.9km
16542723,3.4,140,15,,面包甜点,东城区,距市中心3.8km
4958119,3.4,13,68,,小吃,西城区,距市中心7km
315120,3.4,12,23,西直门/北京展览馆地区,小吃,西城区,距市中心5km
4968859,3.4,11,62,上地产业园/西三旗,川菜,海淀区,距市中心18km
132105429,3.4,11,86,前门/天坛公园/崇文门,西餐,东城区,距市中心991m
4941062,3.4,10,88,,北京菜,东城区,距市中心4.2km
7024478,3.4,8,32,顺义温泉休闲区,小吃,顺义区,距市中心29.8km
20365866,3.4,5,44,上地产业园/西三旗,西北菜,海淀区,距市中心16.3km
4954221,3.4,5,42,前门/天坛公园/崇文门,小吃,西城区,距市中心1.6km
11432943,3.4,5,23,,烧烤,西城区,距市中心4km
15266858,3.5,496,153,前门/天坛公园/崇文门,火锅,西城区,距市中心1.3km
4962774,3.5,332,35,,快餐简餐,丰台区,距市中心5km
4945032,3.5,83,61,前门/天坛公园/崇文门,小吃,东城区,距市中心809m
4992620,3.5,39,94,国贸地区,烧烤,朝阳区,距市中心7.9km
4938695,3.5,34,110,首都机场/新国展地区,粤菜,顺义区,距市中心21.3km
134400816,3.5,31,144,望京/酒仙桥/798地区,火锅,朝阳区,距市中心11.8km
79422119,3.5,26,154,公主坟/五棵松/石景山游乐园地区,日本料理,海淀区,距市中心11km
4947306,3.5,23,113,公主坟/五棵松/石景山游乐园地区,川菜,石景山区,距市中心18.3km
16564121,3.5,21,20,,快餐简餐,海淀区,距市中心11.9km
4957342,3.5,21,49,前门/天坛公园/崇文门,小吃,西城区,距市中心1.1km
12178749,3.5,21,23,小汤山温泉度假区,快餐简餐,昌平区,距市中心23.8km
4949543,3.5,17,22,,快餐简餐,丰台区,距市中心7.2km
15157212,3.5,13,80,古北水镇,粤菜,密云区,
15684608,3.5,12,73,环球影城度假区及周边,烧烤,通州区,距市中心20.3km
15480727,3.5,11,95,永定门/南站/大红门/南苑地区,火锅,丰台区,距市中心5.7km
4936422,3.5,10,99,国展中心地区,粤菜,东城区,距市中心5.4km
15482107,3.5,10,34,永定门/南站/大红门/南苑地区,川菜,丰台区,距市中心7km
120802951,3.5,8,105,前门/天坛公园/崇文门,湘菜,西城区,距市中心1.8km
120825289,3.5,8,109,亚运村/奥体中心地区,烧烤,朝阳区,距市中心8.8km
25056941,3.5,7,102,前门/天坛公园/崇文门,火锅,西城区,距市中心1.3km
15467865,3.5,7,61,中关村/五道口,韩国料理,海淀区,距市中心9.9km
13432036,3.5,6,44,,小吃,海淀区,距市中心12.3km
120826957,3.5,6,0,中关村/五道口,海鲜,海淀区,距市中心12km
78849672,3.5,6,95,通州运河商务区,烧烤,通州区,距市中心19.8km
15568799,3.5,6,21,香山/八大处风景区,快餐简餐,海淀区,距市中心20km
131561133,3.5,5,103,望京/酒仙桥/798地区,火锅,朝阳区,距市中心10.5km
8542417,3.5,5,70,大兴北京新机场地区,烧烤,大兴区,距市中心19.1km
240714,3.5,5,109,房山风景区,北京菜,房山区,距市中心22.6km
17595846,3.5,5,129,,烧烤,朝阳区,距市中心4.7km
319680,3.5,4,63,,,海淀区,距市中心10km
21539437,3.5,4,80,上地产业园/西三旗,北京菜,海淀区,距市中心17.8km
4944167,3.5,4,96,,,昌平区,距市中心23.6km
12472459,3.5,4,131,回龙观/天通苑地区,,昌平区,距市中心23km
4940416,3.5,4,84,房山风景区,,房山区,距市中心30.5km
21140544,3.5,4,113,,内蒙菜,东城区,距市中心4.2km
22521354,3.5,4,27,三里屯/工体/东直门地区,面包甜点,东城区,距市中心4.5km
22521074,3.5,4,114,,火锅,丰台区,距市中心5km
336180,3.5,4,38,,快餐简餐,朝阳区,距市中心6km
15881209,3.5,4,31,劲松/潘家园地区,小吃,丰台区,距市中心7km
25041462,3.5,4,0,天安门/王府井地区,西餐,东城区,距市中心875m
22516415,3.5,3,114,亦庄地区,徽菜,大兴区,距市中心15.3km
